ltable_id,rtable_id,label,id_x,attributi_x,id_y,attributi_y
317,777,0,317,"garbage collection in object-oriented databases using transactional cyclic reference counting s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri vldb j. 1998",777,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper very large data bases 1998"
2119,777,0,2119,"garbage collection in object oriented databases using transactional cyclic reference counting s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin vldb 1997",777,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper very large data bases 1998"
1542,777,0,1542,"extraction of object-oriented structures from existing relational databases julia e. hodges , shekar ramanathan sigmod record 1997",777,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper very large data bases 1998"
1304,777,0,1304,"accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber vldb 1995",777,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper very large data bases 1998"
1799,777,0,1799,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty sigmod conference 1996",777,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper very large data bases 1998"
7,777,0,7,enhanced abstract data types in object-relational databases praveen seshadri vldb j. 1998,777,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper very large data bases 1998"
1471,777,1,1471,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases alfons kemper , reinhard braumandl , jens claußen vldb 1998",777,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper very large data bases 1998"
1116,777,0,1116,"integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan vldb 1994",777,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper very large data bases 1998"
476,777,0,476,"sideway value algebra for object-relational databases z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde vldb 2002",777,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper very large data bases 1998"
2540,777,0,2540,"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie vldb 1994",777,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper very large data bases 1998"
2232,1915,0,2232,query unnesting in object-oriented databases leonidas fegaras sigmod conference 1998,1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1491,1915,0,1491,declarative updates of relational databases weidong chen acm trans . database syst . 1995,1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1459,1915,0,1459,"a taxonomy for secure object-oriented databases sebastiaan h. von solms , martin s. olivier acm trans . database syst . 1994",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1118,1915,0,1118,"index nesting - an efficient approach to indexing in object-oriented databases jiawei han , beng chin ooi , hongjun lu , kian-lee tan vldb j. 1996",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1610,1915,0,1610,"discover : keyword search in relational databases vagelis hristidis , yannis papakonstantinou vldb 2002",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1985,1915,0,1985,static detection of security flaws in object-oriented databases keishi tajima sigmod conference 1996,1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1829,1915,0,1829,"efficiently instantiating view-objects from remote relational databases gio wiederhold , byung suk lee vldb j. 1994",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1105,1915,0,1105,pixel-oriented database visualizations daniel a. keim sigmod record 1996,1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
397,1915,0,397,"bulk-loading techniques for object databases and an application to relational data claude delobel , sophie cluet , sihem amer-yahia vldb 1998",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1771,1915,0,1771,"watermarking relational databases rakesh agrawal , jerry kiernan vldb 2002",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
2494,1915,0,2494,"exact : an extensible approach to active object-oriented databases arturo jaime , oscar díaz vldb j. 1997",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
69,1915,0,69,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
317,1915,0,317,"garbage collection in object-oriented databases using transactional cyclic reference counting s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri vldb j. 1998",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
639,1915,0,639,"an efficient method for checking object-oriented database schema correctness michele missikoff , anna formica , hans dietmar gröger acm trans . database syst . 1998",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
783,1915,0,783,"an effective deductive object-oriented database through language integration m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes vldb 1994",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1542,1915,0,1542,"extraction of object-oriented structures from existing relational databases julia e. hodges , shekar ramanathan sigmod record 1997",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1788,1915,0,1788,"supporting top-k join queries in relational databases walid g. aref , ahmed k. elmagarmid , ihab f. ilyas vldb 2003",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
973,1915,0,973,"the ccube constraint object-oriented database system alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen sigmod conference 1999",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1799,1915,0,1799,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty sigmod conference 1996",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
253,1915,0,253,"processing object-oriented queries with invertible late bound functions tore risch , staffan flodin vldb 1995",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
2497,1915,0,2497,unisql/x unified relational and object-oriented database system won kim sigmod conference 1994,1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
2518,1915,0,2518,"storage and retrieval of xml data using relational databases surajit chaudhuri , kyuseok shim vldb 2001",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1471,1915,0,1471,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases alfons kemper , reinhard braumandl , jens claußen vldb 1998",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1646,1915,0,1646,"managing intervals efficiently in object-relational databases thomas seidl , marco pötke , hans-peter kriegel vldb 2000",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
804,1915,0,804,"metu object-oriented dbms cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac sigmod conference 1994",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1116,1915,0,1116,"integrating a structured-text retrieval system with an object-oriented database system jurgen annevelink , tak w. yan vldb 1994",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
1617,1915,0,1617,"versant replication : supporting fault-tolerant object databases h. stephen au-yeung , c. p. chou , yuh-ming shyy sigmod conference 1995",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
476,1915,0,476,"sideway value algebra for object-relational databases z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde vldb 2002",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
2540,1915,0,2540,"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie vldb 1994",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
378,1915,0,378,"cost-driven vertical class partitioning for methods in object oriented databases qing li , chi-wai fung , kamalakar karlapalem vldb j. 2003",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
36,1915,0,36,"efficient ir-style keyword search over relational databases yannis papakonstantinou , luis gravano , vagelis hristidis vldb 2003",1915,converting relational to object-oriented databases joseph fong acm sigmod record 1997
2232,1447,0,2232,query unnesting in object-oriented databases leonidas fegaras sigmod conference 1998,1447,"procedures in object-oriented query languages kazimierz subieta , yahiko kambayashi , jacek leszczylowski very large data bases 1995"
373,1447,1,373,"procedures in object-oriented query languages kazimierz subieta , jacek leszczylowski , yahiko kambayashi vldb 1995",1447,"procedures in object-oriented query languages kazimierz subieta , yahiko kambayashi , jacek leszczylowski very large data bases 1995"
644,1447,0,644,index configuration in object-oriented databases elisa bertino vldb j. 1994,1447,"procedures in object-oriented query languages kazimierz subieta , yahiko kambayashi , jacek leszczylowski very large data bases 1995"
1799,1447,0,1799,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty sigmod conference 1996",1447,"procedures in object-oriented query languages kazimierz subieta , yahiko kambayashi , jacek leszczylowski very large data bases 1995"
253,1447,0,253,"processing object-oriented queries with invertible late bound functions tore risch , staffan flodin vldb 1995",1447,"procedures in object-oriented query languages kazimierz subieta , yahiko kambayashi , jacek leszczylowski very large data bases 1995"
1463,1447,0,1463,"towards an effective calculus for object query languages david maier , leonidas fegaras sigmod conference 1995",1447,"procedures in object-oriented query languages kazimierz subieta , yahiko kambayashi , jacek leszczylowski very large data bases 1995"
2232,4,0,2232,query unnesting in object-oriented databases leonidas fegaras sigmod conference 1998,4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
2081,4,0,2081,"naos - efficient and modular reactive capabilities in an object-oriented database system thierry coupaye , t. svensen , christine collet vldb 1994",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
644,4,0,644,index configuration in object-oriented databases elisa bertino vldb j. 1994,4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
692,4,0,692,repositories and object oriented databases philip a. bernstein sigmod record 1998,4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
2302,4,0,2302,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
1624,4,0,1624,"the mlpq/gis constraint database system yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz sigmod conference 2000",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
2131,4,0,2131,"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger sigmod record 1998",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
78,4,0,78,"the ores temporal database management system babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos sigmod conference 1994",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
927,4,0,927,"the demarcation protocol : a technique for maintaining constraints in distributed database systems daniel barbará , hector garcia-molina vldb j. 1994",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
69,4,0,69,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
2008,4,0,2008,"description logics for semantic query optimization in object-oriented database systems claudio sartori , sonia bergamaschi , domenico beneventano acm trans . database syst . 2003",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
639,4,0,639,"an efficient method for checking object-oriented database schema correctness michele missikoff , anna formica , hans dietmar gröger acm trans . database syst . 1998",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
783,4,0,783,"an effective deductive object-oriented database through language integration m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes vldb 1994",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
1304,4,0,1304,"accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber vldb 1995",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
973,4,1,973,"the ccube constraint object-oriented database system alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen sigmod conference 1999",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
2497,4,0,2497,unisql/x unified relational and object-oriented database system won kim sigmod conference 1994,4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
987,4,0,987,open object database management systems josé a. blakeley sigmod conference 1994,4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
892,4,0,892,"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system zhao-hui tang , fei sha , georges gardarin vldb 1996",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
2452,4,0,2452,"temporal conditions and integrity constraints in active database systems ouri wolfson , a. prasad sistla sigmod conference 1995",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
118,4,0,118,the persistent cache : improving oid indexing in temporal object-oriented database systems kjetil nørvåg vldb 1999,4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
804,4,0,804,"metu object-oriented dbms cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac sigmod conference 1994",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
206,4,0,206,"metu interoperable database system sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic sigmod conference 1996",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
569,4,0,569,"object normal forms and dependency constraints for object-oriented schemata zahir tari , stefano spaccapietra , john stokes acm trans . database syst . 1997",4,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo international conference on management of data 1999"
2232,1035,0,2232,query unnesting in object-oriented databases leonidas fegaras sigmod conference 1998,1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
644,1035,0,644,index configuration in object-oriented databases elisa bertino vldb j. 1994,1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
1829,1035,0,1829,"efficiently instantiating view-objects from remote relational databases gio wiederhold , byung suk lee vldb j. 1994",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
1439,1035,0,1439,"implementation of two semantic query optimization techniques in db2 universal database k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng vldb 1999",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
2302,1035,0,2302,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
542,1035,1,542,"optimizing queries with universal quantification in object-oriented and object-relational databases guido moerkotte , jens claußen , klaus peithner , alfons kemper vldb 1997",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
397,1035,0,397,"bulk-loading techniques for object databases and an application to relational data claude delobel , sophie cluet , sihem amer-yahia vldb 1998",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
2008,1035,0,2008,"description logics for semantic query optimization in object-oriented database systems claudio sartori , sonia bergamaschi , domenico beneventano acm trans . database syst . 2003",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
317,1035,0,317,"garbage collection in object-oriented databases using transactional cyclic reference counting s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri vldb j. 1998",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
1347,1035,0,1347,"dataguides : enabling query formulation and optimization in semistructured databases roy goldman , jennifer widom vldb 1997",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
2046,1035,0,2046,versioning and configuration management in an object-oriented data model edward sciore vldb j. 1994,1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
1799,1035,0,1799,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty sigmod conference 1996",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
253,1035,0,253,"processing object-oriented queries with invertible late bound functions tore risch , staffan flodin vldb 1995",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
7,1035,0,7,enhanced abstract data types in object-relational databases praveen seshadri vldb j. 1998,1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
252,1035,0,252,"heterogeneous database query optimization in db2 universal datajoiner shivakumar venkataraman , tian zhang vldb 1998",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
1471,1035,0,1471,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases alfons kemper , reinhard braumandl , jens claußen vldb 1998",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
3,1035,0,3,"cost-based selection of path expression processing algorithms in object-oriented databases zhao-hui tang , georges gardarin , jean-robert gruser vldb 1996",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
1646,1035,0,1646,"managing intervals efficiently in object-relational databases thomas seidl , marco pötke , hans-peter kriegel vldb 2000",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
2062,1035,0,2062,"optimizing multiple dimensional queries simultaneously in multidimensional databases jeffrey xu yu , weifa liang , maria e. orlowska vldb j. 2000",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
501,1035,0,501,"fast algorithms for universal quantification in large databases goetz graefe , richard l. cole acm trans . database syst . 1995",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
1187,1035,0,1187,"relational databases for querying xml documents : limitations and opportunities jeffrey f. naughton , kristin tufte , chun zhang , gang he , david j. dewitt , jayavel shanmugasundaram vldb 1999",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
2540,1035,0,2540,"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie vldb 1994",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
1631,1035,0,1631,"optimization of queries with user-defined predicates surajit chaudhuri , kyuseok shim vldb 1996",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
2179,1035,0,2179,"opt + + : an object-oriented implementation for extensible database query optimization david j. dewitt , navin kabra vldb j. 1999",1035,"optimizing queries with universal quantification in object-oriented and object-relational databases jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner very large data bases 1997"
2232,346,0,2232,query unnesting in object-oriented databases leonidas fegaras sigmod conference 1998,346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
1985,346,0,1985,static detection of security flaws in object-oriented databases keishi tajima sigmod conference 1996,346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
692,346,0,692,repositories and object oriented databases philip a. bernstein sigmod record 1998,346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
542,346,0,542,"optimizing queries with universal quantification in object-oriented and object-relational databases guido moerkotte , jens claußen , klaus peithner , alfons kemper vldb 1997",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
1105,346,0,1105,pixel-oriented database visualizations daniel a. keim sigmod record 1996,346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
2131,346,0,2131,"the trigs active object-oriented database system - an overview gerti kappel , werner retschitzegger sigmod record 1998",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
69,346,0,69,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
287,346,0,287,converting relational to object-oriented databases joseph fong sigmod record 1997,346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
2392,346,0,2392,"the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri vldb 1994",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
317,346,0,317,"garbage collection in object-oriented databases using transactional cyclic reference counting s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri vldb j. 1998",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
639,346,0,639,"an efficient method for checking object-oriented database schema correctness michele missikoff , anna formica , hans dietmar gröger acm trans . database syst . 1998",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
94,346,0,94,"space optimization in deductive databases s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton acm trans . database syst . 1995",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
1542,346,0,1542,"extraction of object-oriented structures from existing relational databases julia e. hodges , shekar ramanathan sigmod record 1997",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
1304,346,0,1304,"accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber vldb 1995",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
973,346,0,973,"the ccube constraint object-oriented database system alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen sigmod conference 1999",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
1799,346,0,1799,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty sigmod conference 1996",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
2497,346,0,2497,unisql/x unified relational and object-oriented database system won kim sigmod conference 1994,346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
2595,346,0,2595,"a foundation for multi-dimensional databases laks v. s. lakshmanan , marc gyssens vldb 1997",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
1471,346,0,1471,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases alfons kemper , reinhard braumandl , jens claußen vldb 1998",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
889,346,0,889,tail recursion elimination in deductive databases kenneth a. ross acm trans . database syst . 1996,346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
2540,346,0,2540,"join index hierarchies for supporting efficient navigations in object-oriented databases jiawei han , zhaohui xie vldb 1994",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
1763,346,0,1763,"object-oriented , rapid application development in a pc database environment fox development team sigmod conference 1995",346,"a logical foundation for deductive object-oriented databases mengchi liu , gillian dobbie , tok wang ling acm transactions on database systems ( tods ) 2002"
2232,1648,0,2232,query unnesting in object-oriented databases leonidas fegaras sigmod conference 1998,1648,"metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994"
1459,1648,0,1459,"a taxonomy for secure object-oriented databases sebastiaan h. von solms , martin s. olivier acm trans . database syst . 1994",1648,"metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994"
267,1648,0,267,"lambda-db : an odmg-based object-oriented dbms arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan sigmod conference 2000",1648,"metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994"
373,1648,0,373,"procedures in object-oriented query languages kazimierz subieta , jacek leszczylowski , yahiko kambayashi vldb 1995",1648,"metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994"
644,1648,0,644,index configuration in object-oriented databases elisa bertino vldb j. 1994,1648,"metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994"
692,1648,0,692,repositories and object oriented databases philip a. bernstein sigmod record 1998,1648,"metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin international conference on management of data 1994"
